#,Name,MLBAMID,RazzballID,FangraphsID,Team,ESPN_POS,YAHOO_POS
4974,Pete Alonso,624413,624413,19251,NYM,1B,1B
4975,Pete Crow-Armstrong,691718,691718,sa3014458,CHC,OF,OF
4976,Pete Fairbanks,664126,664126,17998,TB,RP,RP
4977,Pete Kozma,518902,2539,2539,FA,SS,SS
4978,Peter Bourjos,488721,2578,2578,FA,OF,OF
4979,Peter Heubeck,695646,695646,,LAD,P,P
4980,Peter Lambert,663567,663567,17969,COL,SP,SP
4981,Peter Maris,665285,18270,sa877608,FA,SS,SS
4982,Peter O’Brien,598284,13288,13288,ATL,OF,OF
4983,Peter Solomon,656981,656981,20476,HOU,RP,RP
4984,Peter Strzelecki,657265,657265,21367,MIL,RP,RP
4985,Peter Tago,547185,11433,sa548162,FA,RP,RP
4986,Peter Van Loon,687967,687967,sa3017543,BAL,SP,SP
4987,Petey Halpin,690984,690984,sa3014461,CLE,OF,OF
4988,Peyton Alford,688230,688230,sa3016843,SEA,RP,RP
4989,Peyton Battenfield,685410,685410,sa3010133,CLE,SP,SP
4990,Peyton Burdick,680814,680814,sa3009876,MIA,OF,OF
4991,Peyton Remy,663880,663880,sa3005302,CHC,SP,SP
4992,Peyton Wilson,686523,686523,sa3017110,KC,2B,2B
4993,Phil Bickford,641360,641360,18519,LAD,RP,RP
4994,Phil Gosselin,594838,10953,10953,ATL,1B/3B/ OF,1B/3B/ OF
4995,Phil Hughes,461833,7450,7450,FA,RP,RP
4996,Phil Maton,664208,664208,18064,HOU,RP,RP
4997,Philip Clarke,671287,671287,sa3011379,TOR,C,C
4998,Philip Pfeifer,547177,547177,sa602699,FA,RP,RP
4999,Phillip Diehl,670426,670426,20030,CIN,RP,RP
5000,Phillip Ervin,640447,14738,14738,ATL,OF,OF
5001,Phillip Evans,595943,595943,12950,NYY,1B/OF,1B/3B/ OF
5002,Phillip Sikes,689651,689651,sa3017113,BOS,OF,OF
5003,Phillips Valdez,570488,570488,15605,BOS,RP,RP
5004,Phoenix Sanders,676637,676637,20541,TB,RP,RP
5005,Pierce Johnson,572955,13435,13435,SD,RP,RP
5006,Pierce Jones,686522,686522,sa3010338,FA,OF,OF
5007,Po-Yu Chen,696040,696040,sa3014699,PIT,SP,SP
5008,Prelander Berroa,672860,672860,sa3005069,SEA,SP,SP
5009,Preston Guilmet,543258,543258,7303,FA,RP,RP
5010,Preston Palmeiro,641945,641945,sa857823,LAA,1B,1B
5011,Preston Price,687558,687558,sa3017463,BAL,RP,RP
5012,Preston Tucker,605512,13633,13633,ATL,OF,OF
5013,Quentin Holmes,668950,668950,sa3004776,CLE,OF,OF
5014,Quentin Selma,690383,690383,sa3016864,LAA,1B,1B
5015,Quin Cotton,670199,670199,sa3009872,CIN,OF,OF
5016,Quincy Hamilton,680810,680810,sa3017215,HOU,OF,OF
5017,Quincy McAfee,687331,687331,sa1159899,CIN,SS,SS
5018,Quincy Nieporte,676811,676811,sa3004819,DET,1B,1B
5019,Quinn Brodey,656260,656260,sa829783,NYM,OF,OF
5020,Quinn Priester,682990,682990,sa3011297,PIT,SP,SP
5021,R.J. Alaniz,595798,595798,10819,ATL,RP,RP
5022,R.J. Alvarez,571439,13401,13401,NYM,RP,RP
5023,R.J. Dabovich,681924,681924,sa3014431,SF,RP,RP
5024,Rafael Bautista,622441,622441,15769,FA,,
5025,Rafael Cruz,699269,699269,sa3015819,MIN,3B,3B
5026,Rafael Devers,646240,646240,17350,BOS,3B,3B
5027,Rafael Dolis,503569,503569,4185,CHW,RP,RP
5028,Rafael Escalante,683884,683884,sa3009322,PIT,C,C
5029,Rafael Herrera,680853,680853,sa3007052,FA,OF,OF
5030,Rafael Kelly,670908,670908,sa3002917,OAK,SP,SP
5031,Rafael Lantigua,672463,672463,sa3003219,TOR,2B,2B
5032,Rafael Marcano,680632,680632,sa3008330,PHI,SP,SP
5033,Rafael Marchan,665561,665561,21646,PHI,C,C
5034,Rafael Montero,606160,12760,12760,HOU,RP,RP
5035,Rafael Ohashi,692504,692504,sa3015040,TOR,SP,SP
5036,Rafael Ortega,542364,10323,10323,CHC,OF,OF
5037,Raffi Vizcaino,642563,642563,sa736742,FA,SP,SP
5038,Raimel Tapia,606132,14350,14350,TOR,OF,OF
5039,Raimfer Salinas,679733,679733,sa3005597,NYY,OF,OF
5040,Rainer Nunez,678742,678742,sa3005551,TOR,3B,3B
5041,Raino Coran,700312,700312,sa3015855,CHC,OF,OF
5042,Raisel Iglesias,628452,17130,17130,LAA,RP,RP
5043,Rajai Davis,434658,3708,3708,FA,OF,OF
5044,Ralph Garza Jr.,621248,621248,17682,TB,RP,RP
5045,Ramiro Altagracia,694219,694219,sa3016778,NYY,OF,OF
5046,Ramiro Rodriguez,666776,666776,sa917287,FA,OF,OF
5047,Ramon Hernandez,650346,650346,sa828281,FA,3b,3b
5048,Ramon Laureano,657656,657656,17128,OAK,OF,OF
5049,Ramon Marcelino,650512,650512,sa828425,FA,OF,OF
5050,Ramon Mendoza,680636,680636,sa3007513,STL,2B,2B
5051,Ramon Peralta,698956,698956,sa3015752,SF,SS,SS
5052,Ramon Rodriguez,670232,670232,sa918698,BAL,C,C
5053,Ramon Rosso,665759,665759,20368,DET,RP,RP
5054,Ramon Santos,622353,622353,sa657843,WSH,RP,RP
5055,Ramon Torres,593527,14113,14113,FA,2B,2B
5056,Ramon Urias,602104,602104,18795,BAL,2B/SS/ 3B,2B/SS/ 3B
5057,Ramses Malave,678663,678663,sa3006428,ARI,C,C
5058,Randal Grichuk,545341,10243,10243,COL,OF,OF
5059,Randall Bednar,676419,676419,sa3016856,SEA,OF,OF
5060,Randall Wynne,691094,691094,sa3010144,CIN,SP,SP
5061,Randel Clemente,695003,695003,sa3016003,STL,SP,SP
5062,Randolph Gassaway,641599,641599,sa738195,FA,OF,OF
5063,Randy Arozarena,668227,668227,19290,TB,OF,OF
5064,Randy Cesar,622689,622689,sa657542,FA,3b,3b
5065,Randy Dobnak,677976,677976,23798,MIN,SP,SP
5066,Randy Florentino,678594,678594,sa3005529,TEX,C,C
5067,Randy Labaut,665178,665178,sa3010615,CLE,RP,RP
5068,Randy Rodriguez,678495,678495,sa3006366,SF,RP,RP
5069,Randy Romero,678499,678499,sa3006185,PIT,OF,OF
5070,Randy Rosario,600968,14508,14508,FA,RP,RP
5071,Randy Vasquez,691910,691910,sa3015586,PHI,3B,3B
5072,Randy Vasquez,681190,681190,sa3007933,NYY,SP,SP
5073,Ranfy Adon,660579,660579,sa872525,FA,OF,OF
5074,Rangel Ravelo,592660,10839,10839,FA,DH,OF
5075,Ranger Suarez,624133,624133,17277,PHI,SP,SP
5076,Ranser Amador,671222,671222,sa3003192,CIN,SS,SS
5077,Rashad Crawford,622197,15978,sa658166,NYY,OF,OF
5078,Raudelis Martinez,696020,696020,sa3016835,TB,C,C
5079,Raudy De Los Santos,691450,691450,sa3015546,DET,2B,2B
5080,Raudy Read,600466,600466,15766,CHW,C,C
5081,Raul Beracierta,668545,668545,sa917116,NYM,OF,OF
5082,Raul Guzman,692403,692403,sa3015620,SL,3B,3B
5083,Raul Guzman,702096,702096,sa3015872,CHC,OF,OF
5084,Raul Hernandez,660556,660556,sa873181,FA,C,C
5085,Ray Black,605143,14244,14244,MIL,RP,RP
5086,Ray Gaither,668877,668877,sa3017270,HOU,SP,SP
5087,Ray-Jacson Chirino,691395,691395,sa3015527,CIN,1B,1B
5088,Ray-Patrick Didder,642720,642720,sa736824,MIA,SS,SS
5089,Rayder Ascanio,640900,640900,sa735861,FA,SS,SS
5090,Raymond Kerr,678061,678061,23809,SD,RP,RP
5091,Rayne Doncon,699061,699061,sa3016720,LAD,SS,SS
5092,Raynel Delgado,669384,669384,sa3007288,CLE,2B,2B
5093,Raynel Espinal,642659,642659,19516,SF,SP,SP
5094,Raynel Moron,695987,695987,sa3015480,WSH,SP,SP
5095,Rayner Santana,683582,683582,sa3008897,SF,C,C
5096,Raysheandall Michel,660745,660745,sa877018,FA,OF,OF
5097,Reagan Todd,657047,657047,sa3006946,COL,RP,RP
5098,Rece Hinds,677956,677956,sa1169587,CIN,3B,3B
5099,Reed Garrett,657585,657585,16866,WSH,RP,RP
5100,Reed Rohlman,642029,642029,sa915632,KC,1B,1B
5101,Reed Trimble,701655,701655,,BAL,,
5102,Reese McGuire,624512,15674,15674,CHW,C,C
5103,Reese Olson,681857,681857,sa3008513,DET,SP,SP
5104,Reggie Lawson,666156,666156,sa917951,SD,SP,SP
5105,Reggie McClain,596035,596035,19311,NYY,RP,RP
5106,Reginald Preciado,691262,691262,sa3014702,CHC,SS,SS
5107,Reginald Pruitt,663545,663545,sa875404,FA,OF,OF
5108,Reid Anderson,670095,670095,sa918378,TEX,SP,SP
5109,Reid Detmers,672282,672282,27468,LAA,SP,SP
5110,Reid Johnston,694773,694773,sa3018183,CLE,RP,RP
5111,Reiss Knehr,663753,663753,21541,SD,SP,SP
5112,Reivaj Garcia,678706,678706,sa3006900,CHC,2B,2B
5113,Reiver Sanmartin,665665,665665,19754,CIN,RP,RP
5114,Renae Martinez,667719,667719,sa3004255,FA,C,C
5115,Renato Nunez,600524,14503,14503,FA,1B,1B
5116,Rene Pinto,650907,650907,19859,TB,C,C
5117,Rene Rivera,425784,3648,3648,FA,C,C
5118,Reniel Ozuna,665927,665927,sa917151,FA,OF,OF
5119,Renny Hidalgo,691586,691586,sa3016097,MIA,OF,OF
5120,Rex Brothers,571521,571521,9794,FA,RP,RP
5121,Reyden Hidalgo,699055,699055,sa3016330,CLE,2B,2B
5122,Reyes Moronta,606625,606625,14966,LAD,RP,RP
5123,Reymin Guduan,594056,13058,13058,FA,RP,RP
5124,Reymond Cruz,686858,686858,sa3011407,FA,OF,OF
5125,Reynaldo Lopez,625643,16400,16400,CHW,RP,RP
5126,Reynaldo Madrigal,699280,699280,sa3015823,MIN,OF,OF
5127,Reynaldo Rivera,663513,663513,sa918552,FA,1B,1B
5128,Reyny Reyes,669868,669868,sa3003178,FA,SS,SS
5129,Rhett Kouba,688763,688763,sa3017544,HOU,SP,SP
5130,Rhett Wiseman,621443,621443,sa658608,FA,OF,OF
5131,Rhys Hoskins,656555,656555,16472,PHI,1B,1B
5132,Ricardo Cabreras,703150,703150,,CIN,,
5133,Ricardo Caldera,682746,682746,sa3008791,ARI,C,C
5134,Ricardo Castro,678365,678365,sa3005508,FA,OF,OF
5135,Ricardo Genoves,665648,665648,sa916844,SF,C,C
5136,Ricardo Mendez,672750,672750,sa3004383,WSH,OF,OF
5137,Ricardo Pinto,620982,620982,16318,DET,RP,RP
5138,Ricardo Rodriguez,660616,660616,sa877334,FA,C,C
5139,Ricardo Rosario,691905,691905,sa3016306,PHI,OF,OF
5140,Ricardo Sanchez,645307,645307,17581,PHI,RP,RP
5141,Ricardo Toro,678407,678407,sa3005904,HOU,C,C
5142,Rich Hill,448179,4806,4806,BOS,SP,SP
5143,Richard Bleier,542947,7803,7803,MIA,RP,RP
5144,Richard Fitts,690916,690916,sa3018182,NYY,SP,SP
5145,Richard Gallardo,682620,682620,sa3009990,CHC,SP,SP
5146,Richard Garcia,672383,672383,sa3004049,FA,C,C
5147,Richard Guasch,683014,683014,sa3008434,WSH,SP,SP
5148,Richard Lovelady,663992,663992,19337,FA,RP,RP
5149,Richard Paz,678866,678866,sa3005928,CLE,C,C
5150,Richard Polanco,699045,699045,sa3015782,CLE,2B,2B
5151,Richard Rodriguez,593144,593144,13549,FA,RP,RP
5152,Richard Urena,620446,16411,16411,WSH,SS,2B/SS/ 3B
5153,Richel Del Rosario,699042,699042,sa3015780,HOU,3B,3B
5154,Richelson Pena,606467,606467,sa597847,FA,SP,SP
5155,Richgelon Juliana,678427,678427,sa3005518,FA,OF,OF
5156,Richie Martin,621006,621006,17736,BAL,SS,SS
5157,Richie Palacios,680700,680700,24589,CLE,2B,2B
5158,Rick Porcello,519144,2717,2717,FA,SP,SP
5159,Rickardo Perez,694189,694189,sa3015701,PHI,C,C
5160,Ricky Tiedemann,694357,694357,sa3018096,TOR,SP,SP
5161,Ricky Vanasco,676568,676568,sa3004863,TEX,SP,SP
5162,Rico Garcia,670329,670329,20023,BAL,RP,RP
5163,Rikelbin De Castro,691264,691264,,TOR,,
5164,Riley Adams,656180,656180,19864,WSH,C,C
5165,Riley Delgado,676629,676629,sa3004934,ATL,SS,SS
5166,Riley Ferrell,621068,621068,sa874967,FA,RP,RP
5167,Riley Greene,682985,682985,sa3010694,DET,OF,OF
5168,Riley Mahan,657669,657669,sa829844,SF,2B,2B
5169,Riley Martin,702303,702303,sa3017601,CHC,RP,RP
5170,Riley O’Brien,676617,676617,20348,SEA,RP,RP
5171,Riley Pint,666207,666207,sa917922,FA,RP,RP
5172,Riley Smith,642092,642092,19826,COL,SP,SP
5173,Riley Thompson,663929,663929,sa876287,CHC,SP,SP
5174,Riley Tirotta,694661,694661,sa3017078,TOR,3B,3B
5175,Riley Unroe,624523,624523,sa737614,FA,2b,2b
5176,Rio Gomez,677013,677013,sa3004676,BOS,RP,RP
5177,Rio Ruiz,547004,14103,14103,FA,2B,2B/3B
5178,Rito Lugo,682845,682845,sa3008237,KC,SP,SP
5179,Rivaldo Avila,692560,692560,sa3016313,BOS,C,C
5180,Rixon Wingrove,678534,678534,sa3007298,PHI,1B,1B
5181,Roansy Contreras,672710,672710,22810,PIT,SP,SP
5182,Rob Brantly,542963,10655,10655,FA,C,C
5183,Rob Kaminsky,641739,641739,15792,SEA,RP,RP
5184,Rob Refsnyder,608701,13770,13770,BOS,OF,OF
5185,Rob Whalen,547007,14165,14165,FA,RP,RP
5186,Rob Zastryzny,642239,15094,15094,NYM,RP,RP
5187,Robbie Erlin,572362,10354,10354,LAD,SP,SP
5188,Robbie Grossman,543257,5254,5254,DET,OF,OF
5189,Robbie Podorsky,676864,676864,sa3004066,SD,OF,OF
5190,Robbie Ray,592662,11486,11486,SEA,SP,SP
5191,Robbie Ross Jr.,543726,6819,6819,FA,RP,RP
5192,Robby Scott,582494,13042,13042,FA,RP,RP
5193,Robel Garcia,596825,596825,13167,FA,3B,2B/SS/ 3B
5194,Robert Ahlstrom,695239,695239,sa3018193,TEX,SP,SP
5195,Robert Broom,680940,680940,sa3007235,CLE,RP,RP
5196,Robert Dominguez,693013,693013,,NYM,P,P
5197,Robert Dugger,667498,667498,19191,FA,RP,RP
5198,Robert Ellis,668752,668752,sa3014816,CHW,OF,OF
5199,Robert Emery,681487,681487,sa3014940,SF,C,C
5200,Robert Farrar,641567,641567,sa3004126,FA,OF,OF
5201,Robert Fennell,682538,682538,sa3007100,FA,OF,OF
5202,Robert Garcia,676395,676395,sa915840,MIA,RP,RP
5203,Robert Gasser,688107,688107,sa3017310,SD,SP,SP
5204,Robert Glendinning,674671,674671,sa3004978,KC,SS,SS
5205,Robert Gonzalez,678747,678747,sa3005919,TEX,OF,OF
5206,Robert Gsellman,607229,13696,13696,FA,RP,RP
5207,Robert Hassell III,690987,690987,sa3014701,SD,OF,OF
5208,Robert Henry,677048,677048,sa915595,FA,OF,OF
5209,Robert Klinchock,689562,689562,sa3010670,FA,SP,SP
5210,Robert Kwiatkowski,688984,688984,sa3014929,BOS,RP,RP
5211,Robert Lopez,694209,694209,sa3016641,CLE,C,C
5212,Robert Martin,680910,680910,sa3017155,COL,OF,OF
5213,Robert Montes,663796,663796,sa3006715,COL,SS,SS
5214,Robert Neustrom,680438,680438,sa3006667,BAL,OF,OF
5215,Robert Perez Jr.,672596,672596,sa3002851,SEA,OF,OF
5216,Robert Puason,691188,691188,sa3014697,OAK,SS,SS
5217,Robert Robertis,692508,692508,sa3015639,TOR,OF,OF
5218,Robert Seymour,676044,676044,sa3017852,TB,1B,1B
5219,Robert Stephenson,596112,13594,13594,COL,RP,RP
5220,Robert Stock,476594,476594,6576,FA,SP,SP
5221,Robert Suarez,663158,663158,30115,SD,RP,RP
5222,Robert Tenerowicz,642134,642134,sa738999,CIN,2b,2b
5223,Robert Thorburn,642143,642143,sa3004240,BAL,OF,OF
5224,Robert Welhaf,676470,676470,sa3006965,DET,SP,SP
5225,Robert Winn,665000,665000,sa858059,FA,C,C
5226,Roberth Gutierrez,683407,683407,sa3008857,CHW,OF,OF
5227,Roberto Alvarez,666712,666712,sa917107,TB,C,C
5228,Roberto Baldoquin,660168,660168,sa857538,SL,SS,SS
5229,Roberto Campos,691449,691449,,DET,,
5230,Roberto Chirinos,677597,677597,sa3005484,NYY,SS,SS
5231,Roberto Gomez,596816,596816,12963,PIT,RP,RP
5232,Roberto Osuna,532077,13764,13764,FA,RP,RP
5233,Roberto Perez,547379,2900,2900,PIT,C,C
5234,Roberto Ramos,657733,657733,sa829199,BOS,1B,1B
5235,Robinson Cano,429664,3269,3269,FA,2B,2B
5236,Robinson Chirinos,455139,3142,3142,BAL,C,C
5237,Robinson Leyer,622490,622490,14399,FA,RP,RP
5238,Robinson Ortiz,673662,673662,sa3004006,LAD,SP,SP
5239,Robinson Pina,673820,673820,sa3003123,LAA,SP,SP
5240,Roblin Heredia,686311,686311,sa3009341,SL,C,C
5241,Roby Enriquez,690702,690702,sa3018209,ARI,OF,OF
5242,Rocky Gale,502570,10533,10533,FA,C,C
5243,Roddery Munoz,682610,682610,sa3008104,ATL,SP,SP
5244,Roderick Arias,703149,703149,,NYY,,
5245,Rodney Boone,674868,674868,sa3018107,CLE,SP,SP
5246,Rodney Theophile,682496,682496,sa3008228,WSH,SP,SP
5247,Rodolfo Bone,678315,678315,sa3006424,SF,C,C
5248,Rodolfo Castro,666801,666801,21987,PIT,2B/SS,2B/SS
5249,Rodolfo De La Cruz,699012,699012,sa3015767,PIT,OF,OF
5250,Rodolfo Duran,660710,660710,sa877500,NYY,C,C
5251,Rodolfo Nolasco,683616,683616,sa3008907,PIT,OF,OF
5252,Rodolfo Sanchez,672651,672651,sa3003009,PHI,RP,RP
5253,Rodrigo Vigil,593347,593347,sa547818,MIA,C,C
5254,Roel Ramirez,641995,641995,16470,NYM,RP,RP
5255,Roemon Fields,605231,16168,sa829879,TOR,OF,OF
5256,Roenis Elias,606273,12673,12673,SEA,RP,RP
5257,Rogelio Armenteros,660494,660494,17679,FA,SP,SP
5258,Roger Caraballo,691553,691553,sa3015555,LAD,OF,OF
5259,Roger Lasso,699068,699068,sa3015789,LAD,OF,OF
5260,Roilan Machandy,691513,691513,,HOU,OF,OF
5261,Roimer Bolivar,672658,672658,sa3003284,FA,OF,OF
5262,Roismar Quintana,692453,692453,,WSH,,
5263,Roldani Baldwin,650380,650380,sa828313,BOS,C,C
5264,Roman Quinn,596451,13546,13546,FA,OF,OF
5265,Roman Ruiz,678709,678709,sa3005546,FA,SS,SS
5266,Romer Cuadrado,660630,660630,sa872527,FA,OF,OF
5267,Romtres Cabrera,699028,699028,sa3015775,SL,OF,OF
5268,Romy Gonzalez,663853,663853,21562,CHW,OF,OF
5269,Ron Marinaccio,676760,676760,23488,NYY,RP,RP
5270,Ronaiker Palma,681623,681623,sa3005624,COL,C,C
5271,Ronald Acuna Jr.,660670,660670,18401,ATL,OF,OF
5272,Ronald Bolanos,671790,671790,20041,KC,RP,RP
5273,Ronald Guzman,608597,608597,14388,NYY,1B,1B
5274,Ronald Hernandez,698933,698933,sa3015738,MIA,C,C
5275,Ronald Herrera,622703,622703,15688,WSH,RP,RP
5276,Ronald Torreyes,591720,11400,11400,FA,SS/3B,2B/SS/ 3B
5277,Ronaldo Hernandez,660613,660613,sa881850,BOS,C,C
5278,Ronaldo Urdaneta,666653,666653,sa917292,HOU,2B,2B
5279,Ronel Blanco,669854,669854,19407,HOU,RP,RP
5280,Ronier Lascarro,678398,678398,sa3005512,FA,OF,OF
5281,Ronnie Dawson,669008,669008,19710,CIN,OF,OF
5282,Ronnie Freeman,621531,13782,sa658013,FA,C,C
5283,Ronnier Mustelier,608589,608589,,ATL,3B,3B
5284,Ronny Brito,665798,665798,sa917329,FA,SS,SS
5285,Ronny Henriquez,678692,678692,sa3005835,MIN,SP,SP
5286,Ronny Mauricio,677595,677595,sa3006887,NYM,SS,SS
5287,Ronny Novas,687669,687669,sa3008957,COL,OF,OF
5288,Ronny Rodriguez,500135,500135,11875,FA,2B/SS,1B/2B/ SS/3B
5289,Ronny Rojas,678604,678604,sa3005530,NYY,3B,3B
5290,Ronny Sanchez,683890,683890,sa3008922,PIT,3B,3B
5291,Ronny Simon,682927,682927,sa3008365,TB,2B,2B
5292,Rony Garcia,665621,665621,20430,DET,SP,SP
5293,Rookie Davis,606959,14962,14962,FA,SP,SP
5294,Roque Salinas,701010,701010,sa3018215,TOR,OF,OF
5295,Rosell Herrera,594011,11611,11611,FA,OF,OF
5296,Ross Adolph,680244,680244,sa3006666,HOU,OF,OF
5297,Ross Detwiler,446321,2859,2859,CIN,RP,RP
5298,Ross Stripling,548389,13273,13273,TOR,SP,SP
5299,Rougned Odor,596059,12282,12282,BAL,2B/3B,2B/3B
5300,Rowan Wick,592858,592858,14646,CHC,RP,RP
5301,Rowdy Tellez,642133,15679,15679,MIL,1B,1B
5302,Roy Morales,641896,641896,sa829030,MIN,C,C
5303,Royber Salinas,683690,683690,sa3009243,ATL,SP,SP
5304,Royce Lewis,668904,668904,20437,MIN,SS,SS
5305,Roylems Rangel,692428,692428,sa3015629,TB,C,C
5306,Ruben Cardenas,665180,665180,sa3007505,TB,OF,OF
5307,Ruben Garcia,670157,670157,sa918319,HOU,RP,RP
5308,Ruben Ibarra,702140,702140,sa3017053,CIN,1B,1B
5309,Ruben Ramirez,703211,703211,sa3017474,KC,RP,RP
5310,Ruben Tejada,514913,5519,5519,FA,SS,SS
5311,Ruben Vizcaya,699006,699006,sa3015766,PIT,OF,OF
5312,Rubendy Jaquez,666655,666655,sa917022,KC,2B,2B
5313,Rudy Martin,657675,657675,sa829374,WSH,OF,OF
5314,Rusber Estrada,682005,682005,sa3007077,ATL,C,C
5315,Rushenten Tomsjansen,678751,678751,sa3005920,FA,OF,OF
5316,Rusney Castillo,628329,17016,17016,WSH,OF,OF
5317,Russell Martin,431145,4616,4616,FA,C,C/3B
5318,Russell Smith,669080,669080,sa3018191,MIL,SP,SP
5319,Ryan Aguilar,666922,666922,sa918712,LAA,OF,OF
5320,Ryan Anderson,682141,682141,sa3006933,TEX,OF,OF
5321,Ryan Atkinson,670866,670866,sa921224,FA,RP,RP
5322,Ryan Bergert,686701,686701,sa3017418,SD,SP,SP
5323,Ryan Bliss,669208,669208,sa3016951,ARI,SS,SS
5324,Ryan Boldt,624416,624416,sa738262,TB,OF,OF
5325,Ryan Borucki,621366,621366,16350,SEA,RP,RP
5326,Ryan Brasier,518489,5615,5615,BOS,RP,RP
5327,Ryan Buchter,488748,9456,9456,SEA,RP,RP
5328,Ryan Burr,621114,621114,17536,CHW,RP,RP
5329,Ryan Cardona,701318,701318,sa3017470,CIN,RP,RP
5330,Ryan Carpenter,543001,543001,12699,FA,SP,SP
5331,Ryan Casteel,592205,10869,sa549286,ATL,C,C
5332,Ryan Castellani,624418,624418,16377,OAK,SP,SP
5333,Ryan Conroy,681795,681795,sa3007906,BAL,RP,RP
5334,Ryan Cordell,641477,15181,15181,FA,OF,OF
5335,Ryan Costeiu,695065,695065,sa3017260,LAA,RP,RP
5336,Ryan Costello,676940,676940,sa3004071,MIN,1B,1B
5337,Ryan Court,606956,606956,12268,FA,3b,1B/OF
5338,Ryan Cusick,680743,680743,sa3017385,OAK,SP,SP
5339,Ryan Dorow,676900,676900,23559,TEX,SS,SS
5340,Ryan Dull,623430,13974,13974,FA,RP,RP
5341,Ryan Eades,592280,592280,14808,FA,RP,RP
5342,Ryan Feierabend,456387,456387,6336,FA,SP,SP
5343,Ryan Feltner,663372,663372,21446,COL,SP,SP
5344,Ryan Fernandez,681676,681676,sa3007996,BOS,RP,RP
5345,Ryan Fitzgerald,680837,680837,sa3006218,BOS,SS,SS
5346,Ryan Flaherty,475247,7888,7888,FA,2B,2B
5347,Ryan Garton,623439,14016,14016,FA,RP,RP
5348,Ryan Goins,572365,9807,9807,ATL,3B,SS/3B/ OF
5349,Ryan Gold,670394,670394,sa918639,TOR,C,C
5350,Ryan Grotjohn,676639,676639,sa3003964,KC,2B,2B
5351,Ryan Gusto,687473,687473,sa3011818,HOU,SP,SP
5352,Ryan Hartman,670057,670057,19480,BAL,SP,SP
5353,Ryan Helsley,664854,664854,18138,STL,RP,RP
5354,Ryan Hendrix,641682,641682,19535,CIN,RP,RP
5355,Ryan Higgins,696287,696287,sa3017220,BAL,OF,OF
5356,Ryan Holgate,677339,677339,sa3016998,STL,OF,OF
5357,Ryan Howard,664031,664031,sa857225,FA,SS,SS
5358,Ryan January,663528,663528,sa918104,LAD,C,C
5359,Ryan Jeffers,680777,680777,24618,MIN,C,C
5360,Ryan Jensen,686754,686754,sa3011496,CHC,SP,SP
5361,Ryan Kellogg,615695,615695,sa658192,FA,SP,SP
5362,Ryan Kirby,643398,643398,sa739014,FA,1B,1B
5363,Ryan Kreidler,668952,668952,sa3010587,DET,SS,SS
5364,Ryan LaMarre,534606,10700,10700,NYY,OF,OF
5365,Ryan Lavarnway,543432,8879,8879,DET,C,C
5366,Ryan Lillie,675923,675923,sa3004740,SD,SP,SP
5367,Ryan Long,702465,702465,sa3017616,BAL,SP,SP
5368,Ryan Loutos,702795,702795,sa3016850,STL,RP,RP
5369,Ryan McBroom,643436,643436,16524,FA,1B,1B
5370,Ryan McKenna,663630,663630,19928,BAL,OF,OF
5371,Ryan McMahon,641857,15112,15112,COL,2B/3B,2B/3B
5372,Ryan Meisinger,664682,664682,18105,FA,RP,RP
5373,Ryan Moseley,641899,641899,sa738670,LAD,RP,RP
5374,Ryan Mountcastle,663624,663624,18373,BAL,1B/OF,1B/OF
5375,Ryan Murphy,694885,694885,sa3014871,SF,SP,SP
5376,Ryan Noda,676116,676116,sa873960,LAD,1B,1B
5377,Ryan Nutof,657246,657246,sa915630,CIN,RP,RP
5378,Ryan O’Hearn,656811,656811,16442,KC,1B/OF,1B/OF
5379,Ryan O’Rourke,594951,10976,10976,FA,RP,RP
5380,Ryan Olson,624514,624514,sa918258,CIN,RP,RP
5381,Ryan Pepiot,686752,686752,26221,LAD,SP,SP
5382,Ryan Pressly,519151,7005,7005,HOU,RP,RP
5383,Ryan Ramiz,682012,682012,sa3006924,SEA,OF,OF
5384,Ryan Reckley,703144,703144,,SF,,
5385,Ryan Ripken,623222,623222,sa658502,FA,1B,1B
5386,Ryan Rolison,669020,669020,sa3008244,COL,SP,SP
5387,Ryan Sherriff,595411,595411,12249,PHI,RP,RP
5388,Ryan Smith,686768,686768,sa1159711,LAA,SP,SP
5389,Ryan Tepera,572193,10291,10291,LAA,RP,RP
5390,Ryan Thompson,657044,657044,16647,TB,RP,RP
5391,Ryan Vilade,668723,668723,22165,COL,OF,OF
5392,Ryan Walker,676254,676254,sa3007594,SF,RP,RP
5393,Ryan Ward,669899,669899,sa1169792,LAD,OF,OF
5394,Ryan Watson,670245,670245,sa3015070,BAL,RP,RP
5395,Ryan Weathers,677960,677960,23796,SD,RP,RP
5396,Ryan Weber,543901,10160,10160,NYY,RP,RP
5397,Ryan Weiss,680802,680802,sa3007778,ARI,RP,RP
5398,Ryan Williamson,642213,642213,sa3008258,CHW,RP,RP
5399,Ryan Wilson,676091,676091,sa3004585,FA,SP,SP
5400,Ryan Yarbrough,642232,642232,16502,TB,SP,SP
5401,Ryan Zeferjahn,666171,666171,sa3011217,BOS,SP,SP
5402,Ryan Zimmerman,475582,4220,4220,FA,1B,1B
5403,Ryder Green,680685,680685,sa3007875,NYY,OF,OF
5404,Ryder Jones,624507,15982,15982,CHW,3b,3b
5405,Ryder Ryan,656924,656924,sa829853,TEX,RP,RP
5406,Rylan Bannon,676625,676625,19768,BAL,3B,3B
